id,titulo,subtitular,categoria
100223oriente,sin agua en el hospital,personal denuncia no tener el servicio mientras autoridades aseguran que ya se repara,Educacion y Salud Comunitaria
100223centro,arranca la feria patronal,la tradicion se vuelve a sentir en los festejos en honor a san francisco de asis,Comunidades
100223norte,proyecto costara q17 millones,en cinco meses se espera que este remozada la pista de aterrizaje del aeropuerto mundo maya,Comunidades
100223sur,abriran rastro luego de cinco anos,la obra estaba lista en 2020 pero una serie de cambios han atrasado su apertura,Comunidades
100223guate,comienza festividad,devotos acompanan recorrido de la alcaldesa de la ciudad que salio del templo santo domingo en el inicio del mes del rosario,Religion y Tradicion
100323nacional,engana a jueza y sale libre,lider de la ms evade la justicia presentando una identidad falsa,Comunidades
100323occidente,los conejos hacen gira en eeuu,agrupacion marquense deleita a guatemaltecos residentes en los angeles california,Comunidades
100323centro,se desliza en la carretera,camion que transportaba tierra vuelca al pasar sobre combustible derramado,Accidentes Viales
100323oriente,canalizan agua para evitar dano a ruta,civ espera tener los trabajos listos para diciembre,Comunidades
100323sur,instalan 12 camaras de seguridad,comerciantes buscan resguardar a vecinos que llegan al centro de abasto,Seguridad y Bienestar
100323norte,comerciantes reportan bajas ventas,refieren que no se les brindo un lugar adecuado para instalarse y ya no les llegan clientes,Comunidades
100323guate,ponen la mano de obra,pobladores se organizan para asfaltar tramo afectado por las ultimas lluvias,Comunidades
100423nacional,intentan asaltar y le disparan,mujer caminaba cuando hombre trata de arrebatarle su cartera ella saca un arma y le pega cuatro balazos,Comunidades
100423occidente,detectan 8 casos de abuso sexual,maestros brindan apoyo a victimas tras sufrir ataques de familiares,Comunidades
100423centro,hundimientos en nuevo drenaje,a cuatro meses de finalizado el proyecto se han producido grandes agujeros,Comunidades
100423oriente,rescatado de un barranco,por evitar colision chofer de trailer cae en precipicio durante la madrugada,Comunidades
100423sur,puente colapsa,aldea tierras del pueblo se queda sin paso,Proyectos de Infraestructura
100423guate,rio podria ocasionar una tragedia,pobladores de el canton el cementerio sufren cada invierno por la crecida del afluente,Accidentes y Tragedias
100423norte,baches llevan cuatro anos,padres de familia y alumnos de parvulos son los mas afectados por los charcos,Comunidades
100523nacional,balazos durante discusion de presupuesto,reunion en el interior del despacho del alcalde de zacapa termina con detonaciones de arma de fuego muere el gerente de compras,Comunidades
100523occidente,preocupacion por aumento de ninas madres,autoridades reportan 978 casos de embarazos en menores en el departamento,Comunidades
100523centro,dengue cobra vida de menor,solola suma 231 contagiados 8 se encuentran en estado de gravedad,Comunidades
100523norte,multa de q10 mil por subirle al pasaje,duenos de buses le incrementaron sin aval de las autoridades,Comunidades
100523sur,4 comunidades en riesgo de inundacion,dragan el rio achiguate,Comunidades
100523oriente,asesinado en la madrugada,sujetos interceptan a agricultor en el guapinol,Comunidades
100523guate,reciben bendicion,ceremonia especial reune a vecinos con sus mascotas en el dia de san francisco de asis patrono de los animales,Comunidades
100623nacional,corte de constitucionalidad resuelve,cc dice que juez csj y mp pueden accionar si tienen fundamentos mientras sectores manifiestan defensa de la democracia,Comunidades
100623occidente,frutas y verduras aumentan de precio,costo del combutible y bloqueos afectan directamente a comerciantes y vecinos,Comunidades
100623centro,comida no llega a hospital por bloqueos,personal teme que se acaben los medicamentos,Educacion y Salud Comunitaria
100623norte,quiceanera muere arrollada,vehiculo que iba a excesiva velocidad ocasiona percance,Accidentes Viales
100623oriente,deja en la orfandad a dos ninos,agente de seguridad de 24 anos fallece luego de ser arrollado camino a su trabajo,Seguridad y Bienestar
100623sur,doce meses sin paso,vecinos exigen terminar edificacion de puente ya que los pasos provisionales corren riesgo de caer,Proyectos de Infraestructura
100623guate,nueve horas de agua semanal,vecinos de tres colonias en la zona 11 piden a la comuna cumpla con la entrega de pozo en diciembre,Comunidades
100723nacional,aumentan manifestaciones en defensa de la democracia,varios sectores se suman a la solicitud de renuncia de autoridades del mp bloqueos alcanzan hasta 75 puntos en todo el pais,Comunidades
100823nacional,abarrotan mercados,guatemaltecos temen falta de productos luego de anuncios sobre posible cierre de comercios,Comunidades
100923nacional,protestas cumplen 8 dias,anuncian mas cierres en carreteras y comercios manifestantes exigen renuncias en el mp y defensa del proceso electoral,Accidentes Viales
100923occidente,buscan alternativas para viajar,aumento de flujo de vuelos en el aeropuerto internacional de occidente,Comunidades
100923centro,abarrotan los mercados,debido a bloqueos pobladores llenan los centros comerciales para obtener productos de la canasta basica,Comunidades
100923oriente,preocupa cierre de comercios,anuncian cierre de mercados a partir de hoy y vecinos intentan abastecerse,Comunidades
100923sur,temen quedar incomunicados,introduccion de tuberia para drenaje dana la estructura del puente por lo que este podria caer,Proyectos de Infraestructura
100923guate,viven drama,familias buscan a donde ir luego de que el rio pinula se llevara sus casas y pertenencias en los sectores 2 y 4 de villa hermosa 1,Comunidades
100923norte,se quedan sin gasolina,algunas unidades de transporte colectivo han dejado de prestar servicio en la zona del polochic,Comunidades
101023nacional,vandalismo empana manifestaciones pacificas,grupos infiltrados ejecutan actos de violencia con los que incitan a saqueos obligan a cierres de negocios y hacen cobros ilegales para permitir circular entre bloqueos,Criminalidad y Violencia
101023occidente,madrugan para hacer compras,amas de casa logran abastecer sus despensas,Comunidades
101023centro,abren mercado nocturno,mayoristas de la central e abastos dan a bajo costo frutas y verduras,Comunidades
101023oriente,madre encuentra a su hijo muerto,menor de 16 anos fue hallado a orillas de un rio con varias heridas de arma de fuego,Accidentes y Tragedias
101023sur,dos dias duraron los trabajos,aguaceros vuelven a danar calle en la colonia bilbao,Comunidades
101023norte,precio del pan sube a q1 punto 25,precio del producto aumenta veinticinco centavos,Comunidades
101023guate,remozan cementerio,trabajos concisten en colocacion de adoquin verificar sistema electrico y pintar fachada,Comunidades
101123nacional,turba deja sin agua 10 zonas de la capital,fuerzas de seguridad se retiran y manifestantes toman control de planta que abastece a la ciudad de guatemala,Seguridad y Bienestar
101123occidente,piden ayuda,productores y transportistas solicitan que se les permita el paso,Comunidades
101123centro,toman control del siministro de agua,ejercito y policia se retiran de la planta el tesoro y los manifestantes se apoderan del suministro que abastece a la capital,Comunidades
101123norte,precio de verduras sube el doble,las papas pasaron de costar q5 a q10,Comunidades
101123oriente,inundacion arruina cosechas,pierden terrenos de loroco y cebolla por desborde del rio motagua,Comunidades
101123sur,12 gasolineras se quedan sin combustible,ultimo expendio raciono la venta a q30 por persona,Comunidades
101123guate,piden alumbrar carretera,poca iluminacion en tramo en san antonio las flores ha ocasionado varios accidentes,Accidentes Viales
101223nacional,escasean la gasolina y los alimentos por bloqueos,en retalhuleu se acabo el combustible crisis se agudiza en varios departamentos por no cumplir con la orden de cc de permitir la libre locomocion,Comunidades
101223occidente,escasea la comida en el hospital,gestionan el paso de insumos y alimentos hacia quetzaltenango,Educacion y Salud Comunitaria
101223centro,basurero esta por colapsar,por los bloqueos camiones no han llevado los desechos y la extraccion sera irregular,Comunidades
101223norte,turistas atrapados en flores,el brasileno fernando dos santos ha logrado pasar 11 bloqueos en su viaje hacia estados unidos,Religion y Tradicion
101223oriente,cajeros se quedan sin efectivo,comercios cerrados y gasolineras desabastecidas tras bloqueos,Comunidades
101223sur,en busca de gasolina,con galones o canecas pobladores cruzan el puente sobre el rio samala para ir a comprarla,Proyectos de Infraestructura
101223guate,vendedores se estan desabasteciendo,situacion obliga a duplicar el precio de los productos de la canasta basica,Deporte
101323nacional,q13 millones en perdidas,productores y agricultores han tirado a la basura la verdura que se les pudrio debido a los bloqueos,Comunidades
101323occidente,basura se acumula en las calles,por bloqueos desechos no han podido ser recolectados,Comunidades
101323centro,turistas cancelan viajes al pais,a causa de los bloqueos comerciantes que dependen de los viajeros tendran bajas por la reprogramacion de visitas,Comunidades
101323norte,madrugan para comprar gasolina,poblacion acude a llenar el tanque y otros recipientes con el fin de estar abastecidos,Comunidades
101323oriente,escasea el maiz y gas propano,tortillerias han aumentado a q0 punto 50 la unidad y expendios de gas reportan carencias,Comunidades
101323sur,tiran aguacate que no logro pasar,producto se pierde a raiz de los bloqueos en la ruta,Comunidades
101323guate,piden retirar bloqueos,vecinos sufren por llegar a sus labores y por adquirir alimentos y otros servicios,Comunidades
101423nacional,cc ordena liberar presa y restablecer el agua,cientos de vecinos se quedan sin el vital liquido y ministerio de salud asegura que en 72 horas habra crisis,Seguridad y Bienestar
101523nacional,abarrotan mercados para abastecerse,vecinos salen a realizar sus compras de alimentos a precios mas elevados debido a los 13 dias de bloqueos ilegales,Comunidades
101623nacional,hasta seis horas de fila para echar gasolina,en diferentes lugares ciudadanos madrugaron para llenar sus carros de combustible,Comunidades
101623occidente,aglomeracion en gasolineras,desde muy temprano vecinos esperan obtener combustible para sus vehiculos,Comunidades
101623centro,habilitan mercados temporales,comerciantes sololatecos se organizan para vender sus productos en las calles,Comunidades
101623oriente,pobladores luchan para movilizarse,bloqueo en el boqueron persiste y se da paso cada dos horas,Comunidades
101623norte,sienten golpe al bolsillo,amas de casa denuncian que la libra de tomate cuesta q10 y la de papa q15,Comunidades
101623guate,camino de hunde,vecinos temen quedar incomunicados en la ruta que conecta con el rosario zona 18,Comunidades
101623sur,esperan toda la noche en la gasolinera,crisis por falta de combustible obliga a conductores a esperar a que llegue la pipa,Deporte
101723nacional,ataques durante bloqueos dejan un muerto,en al menos 4 retenes ilegales hubo disturbios en san marcos murio una persona y quemaron una patrulla y un auto,Accidentes y Tragedias
