042624norte,vigilan con 53 camaras,planean ampliar angukis en cuatro puntos estrategicos,Seguridad y Bienestar,
042624guate,40 familias afectadas,ni ha iniciado el invierno y las lluvias ya han causado inundaciones en sectores de boca del monte,Desastres Naturales,
042724nacional,dos muertos y 22 heridos en accidente,bus vuelca en curva que ha sido escenario de multiples percances,Accidentes Viales,
042824nacional,zona 3 la mas violenta,en menos de cuatro meses se registrado 26 crimenes,Criminalidad y Violencia,
042924nacional,desnutricion aumenta 93%,guatemala escuintla y alta verapaz ocupan los primeros lugares comparado con 2023,Seguridad y Bienestar,
042924centro,iglesia estara cerrada 6 meses,restauracion del techo del templo el calvario tendra un costo de q18 millones,Proyectos de Infraestructura,
042924occidente,muere en la carcel,hombre ingreso al preventivo hace cuatro dias,Delincuencia,
042924oriente,muere arrollado,chofer de auto blanco se da a la fuga tras el percance,Accidentes Viales,
042924sur,esquiva cabezal y ocasiona tragedia,chofer pierde control de auto y causa muerte de una persona,Accidentes Viales,
042924norte,asesinan a maestro,criminales le disparan durante asalto en el centro,Criminalidad y Violencia,
042924guate,la importancia del puente belice,preven que podria reducir el tiempo en el transito de al menos 100 mil vehiculos que recorren la ruta del atlantico,Proyectos de Infraestructura,
043024nacional,barcena bajo amenazas,supuestos pandilleros intimidan a comerciantes con volantes y disparos contra locales los patrulleros anuncian medida,Delincuencia,
043024centro,muere al chocar contra camion y casa,tres hermanos viajaban en picop y uno fallece,Accidentes Viales,
043024occidente,16 agentes policiales vigilan dos mercados,polimerc implementan plan de segiuridad en la terminal y la democracia,Seguridad y Bienestar,
043024oriente,muere arrollado por camion,hombre se disponia a empezar su jornada laboral,Accidentes Viales,
043024sur,esposos caen al rio,adultos mayores regresaban de entierro y salen ilesos de percance,Accidentes Viales,
043024norte,colision deja dos fallecidos,iban a alta velocidad e impactan contra picop,Accidentes Viales,
043024guate,circulan ocho buses,autoridades dan primer paso para mejorar el servicio de transporte de la zona 7,Proyectos de Infraestructura,
050124nacional,alerta por dengue,a la fecha las autoridades reportan 14 mil 697 casos en al menos 12 departamentos,Riesgos y Emergencias,
050124centro,esperan a 20 mil personas,procesion eucaristica 2024 reunira a cientos de devotos de varios municipios este domingo,Religion y Tradicion,
050124occidente,caen por extorsion,ministerio publico los relaciona con pandillas que operan en todo el pais,Delincuencia,
050124oriente,disparan contra trabajadores,dos empleados municipales resultan con heridas de bala en pecho y estomago,Criminalidad y Violencia,
050124sur,flotaba en el samala,adulto mayor habia desaparecido desde el domingo,Accidentes y Tragedias,
050124norte,lo balean en el mercado,atacan a comerciante cuando repartia carne,Criminalidad y Violencia,
050124guate,todo trabajo da sus frutos,cada dia miles de guatemaltecos luchan para llevar el sustento a sus hogares,Comunidades,
050224nacional,van 798 muertos en hechos de transito,en el ultimocaso un piloto ebrio embistio a una familia fallecieron dos,Accidentes Viales,
050224centro,vendedores atrapan a tres ladrones,inquilinos de las zonas 1 y 4 se organizan para detener serie de robos,Delincuencia,
050224occidente,80 camaras no funcionan,gobernador confimar que aparatos ya son obsoletos y solo cinco sirven,Seguridad y Bienestar,
050224oriente,sobrevive a ataque armado,atacantes lo esperaban y le disparan cerca del rio susho,Criminalidad y Violencia,
050224sur,muere arrollado,bomberos lo auxilian pero no logra sobrevivir,Accidentes Viales,
050224norte,le disparara a comerciante,revision de camaras permite dar con sospechoso,Criminalidad y Violencia,
050224guate,recuperan espacio publico,retiran mas de 6 mil objetos para apartar parqueo durante operativos,Seguridad y Bienestar,
050324nacional,entre cemento blocks y amistad,feliz dia a los albaniles quienes con sus maos construyen un mejor pais,Comunidades,
050324centro,militares brindan seguridad,llegan fuerzas castrenses tras expulsion de policias,Seguridad y Bienestar,
050324occidente,solo 4 policias prestan seguridad,comuna pide mas agentes ante ola de asaltos que se han registradi en el municipio,Seguridad y Bienestar,
050324oriente,le disparan en el patio de su casa,selvin rohas quien tiene orden de captura por violencia es atacado desde vehiculo en marcha,Criminalidad y Violencia,
050324sur,exigen justicia,dan ultimo adios a jimmy castillo y allanan inmuebles para dar criminales,Delincuencia,
050324norte,se oponen a nuevas autoridades,salubristas manifiestan frente al hospital,Comunidades,
050324guate,eliminan focos de contaminacion,autoridaades piden a los vecinos pagar por la extraccion de basura y asi evitar tragedias durante el inviernjo,Seguridad y Bienestar,
050424nacional,204 camiones involucrados en accidentes,dos mil 771 percances han ocurrido en los primeros cuatro meses en las carreteras del pais,Accidentes Viales,
050524nacional,los masacran por robar melones,disparan unas 50 veces contra 4 personas que se movilizaban en motitaxi,Delincuencia,
050624nacional,muerto en festejo de 15 anos,ingresa a servicio religioso mata a machetazos a un hombre y hiere a otras dos personas personas,Criminalidad y Violencia,
050624centro,muere al chocar con trailer,rebaso a sus companeros en carril reversible y fallecio,Accidentes Viales,
050624occidente,seis agentes vigilan a 278 reos,gobernador asegurar que reos simularon una rina con el objetivo de darse a la fuga,Seguridad y Bienestar,
050624oriente,ladrones amarran a sus victimas,tres personas fueron retenidas por losdelincuentes en un terreno baldio,Delincuencia,
050624sur,auto embiste a mujer y sus dos hijos,huye y deja carro abandonado,Accidentes Viales,
050624norte,regresabaa de jugar futbol,camion atropella a trabajador de maquila,Accidentes Viales,
050624guate,favorecera transito diario de 70 mil vehiculos,municipalidad activa dependencias para reducir molestias y avanzar en el plan para construir otro puente en la zona 3 antes de fin de ano,Proyectos de Infraestructura,
050724nacional,acribillan a comerciantes,el propietario de varios depÃƒÂ³sitos fue sorprendido por dos hombres que lo mataron cuando descargaba producto,Criminalidad y Violencia,
050724centro,mayo empieza con 3 muertes violentas,en lo que va del 2024 las autoridades reportan 12 personas asesinadas,Criminalidad y Violencia,
050724occidente,iba en bicicleta para su trabajo,encargado de obra muere en autopista los altos,Accidentes Viales,
050724oriente,mejoran carretera que comunica a 16 aldeas,arreglan la ruta ante de que comiencen las lluvias,Proyectos de Infraestructura,
050724sur,pierde q300 mil,incendio amenazaba con propagarse a dos casas mas,Riesgos y Emergencias,
050724norte,su tio lo mata,el militar ronal pascual ramirez fue atacado mientras miraba television,Criminalidad y Violencia,
050724guate,capacitan a 39 elementos,bomberos voluntarios participan en cursis para integrar la brigada especial de rescate,Riesgos y Emergencias,
050824nacional,cc ampara a fiscal general,iniciativa planteada por el presidente para remover a consuelo porras no avanza porque diputados no llegan a sesion,Comunidades,
050824centro,suspenden busqueda luego de 3 dias,regresaba a casa en jaibalito y lancha lo impacta,Accidentes y Tragedias,
050824occidente,esperan fuertes lluvias para el invierno,instituciones se preparan para atender desastres,Desastres Naturales,
050824oriente,corren riesgo de ser atropellados,padres exigen senalizacion carca de escuela y permanencia de agentes de la pmt,Seguridad y Bienestar,
050824sur,exigen dos escuelas,estudiantes esperan que les entreguen obras supuestamente terminadas,Educacion,
050824norte,fuego amenaza a tres escuelas,incendio acaba con dos manzanas de area verde en valle nuevo,Riesgos y Emergencias,
050824guate,denuncian imprudencias,pasajeros aseguran que pilotos abusan de velocidad y ven celular mientras conducen,Riesgos y Emergencias,
050924nacional,otra noche magica,real madrid remonta sobre la hora y jugara la final contra el dortmun el 1 de junio,Deporte,
050924centro,le aplican 13 azotes por robar,es castigado por sustraer herramientas a pesar de la oposicion de familiares,Delincuencia,
050924occidente,ofrecen 140 empleos,empresas realizan feria para reclutar personal,Comunidades,
050924oriente,chofer escapa de camion en llamas,transportaba carga de banananos con destino a xela,Accidentes Viales,
050924sur,chocan frente a gasolinera,percance deja tres heridos en la ruta de baul,Accidentes Viales,
050924norte,por matar a maestra,habria perpetrado crimen en san benito,Criminalidad y Violencia,
050924guate,vecinos se benefician,trabajos de rehabilitacion en el centro historico contribuyen al comercio el turismo y la economia local,Proyectos de Infraestructura,
051024nacional,felicidades en tu dia madrecita,honramos a las mujeres que nos dieron la vida y nos criaton con amor y dedicacion,Comunidades,
051024centro,rescate dura tres horas,hombre cae en hondonada de 60 metros cuando participaba en trabajos de reparacion,Accidentes y Tragedias,
051024occidente,celebran 500 anos de xela,autoridades inauguraron las actividades en el salon municipal,Comunidades,
051024oriente,registran 608 casos de dengue,cabecera y quezaltepeque concentran el mayor numero de contagios,Seguridad y Bienestar,
051024sur,madre e hija mueren,quedan debajo de vehiculo en la ruta a la frontera,Accidentes Viales,
051024norte,vecinos vigilan cuatro entradas,asfaltos a negocios afectan en la aldea los jocotes,Proyectos de Infraestructura,
051024guate,paso se complica,a las semana 21 vehiculos resultan averiados en la ruta aal pacifico afectando a miles de conductores,Comunidades,
051124nacional,cae desde puente,dos muertos y 20 heridos cuando bus se precipita,Accidentes Viales,
051224nacional,capturado por secuestro expres,tres hombres retenian a mujer en taxi pirata,Criminalidad y Violencia,
051324nacional,sicarios asesinan a hermanos,uno intento alcanzar a los matones pero los acribillaron,Criminalidad y Violencia,
051324centro,muere al embarrancarse,conductor pierde el control por el puente cucuya,Accidentes Viales,
051324occidente,historico encuentro,el portector de quetzaltenango y la patrona bendicen a la ciudad,Religion y Tradicion,
051324oriente,se ahoga en el rio paz,joven pasaba por la ruta y decidio darse un chapuzon se presume que sufrio un ataque epileptico,Accidentes y Tragedias,
051324sur,baleados en tienda,hombre y menor son atacados a quemarropa cuando compraban,Criminalidad y Violencia,
051324norte,accidente bloquea ruta,camiones colisionan cerca de balneario sachicha,Accidentes Viales,
051324guate,nacen con vocacion,cada ano cientos de personas culminan sus estudios de enfermeria labor que desarrollan con dedicacion,Comunidades,
051424nacional,balacera en carretera,conductor de carro dispara contra autobus porque no le dio la via segÃƒÂºn la pnc una persona muere y cuatro quedan heridas,Criminalidad y Violencia,
051424centro,registran 1734 casos de dengue,la antigua guatemalo jocotenango  y san juan alotenango son los municipios mas afectados,Seguridad y Bienestar,
051424occidente,tres derrumbes en ruta a la costa sur,sismo danaron carreteras de la region,Desastres Naturales,
051424oriente,migrante estaba amenazado,regreso a guatemala despues de tres anos y encontro la muerte,Criminalidad y Violencia,
051424sur,rina deja un hombre herido,peleaban en el centro de la ciudad por una mujer,Criminalidad y Violencia,
051424norte,automovilista embiste a niÃƒÂ±o,familia fue arrollada en el kilometro 182,Accidentes Viales,
051424guate,es patrimonio cultural,tras recibir nombramiento vecinos piden a las autoridades velar oir el cuidado de la pilona,Comunidades,
